,Name,Artist,Acousticness,Danceability,Speechiness,Energy,Liveness,Valence,Key,Mode,Tempo,Duration,Popularity
708,Majesty (Here I Am),Delirious?,0.0015,0.541,0.0283,0.695,0.224,0.35,1.0,1.0,142.138,331667.0,30.0
709,"""La danza"", ""La piva"", ""La gamba""",Vincenzo Ruffo,0.984,0.162,0.0481,0.143,0.158,0.329,5.0,1.0,77.957,357307.0,3.0
710,2,Jorrdee,0.72,0.221,0.1,0.772,0.11,0.0658,9.0,0.0,161.005,219470.0,10.0
711,Mi Cómplice,Cardenales De Nuevo León,0.358,0.791,0.0415,0.682,0.0705,0.9,11.0,1.0,98.864,191307.0,23.0
712,Lo Vas A Pagar También,Conjunto Primavera,0.45,0.777,0.0547,0.878,0.169,0.962,8.0,1.0,124.066,143347.0,23.0
713,Fratelli Chase,Dave Grusin,0.394,0.735,0.0603,0.441,0.117,0.483,2.0,0.0,79.978,167627.0,30.0
714,"12 Etudes, Op.25: No.1 In A Flat ""Harp Study""",Frédéric Chopin,0.992,0.259,0.0337,0.0566,0.0944,0.0392,8.0,1.0,103.157,132560.0,8.0
715,"12 Etudes, Op.25: No.12 In C Minor",Frédéric Chopin,0.993,0.286,0.0347,0.13,0.128,0.0374,5.0,0.0,75.757,167947.0,19.0
716,Remove Destructive Energy – 256 Hz,Chakra Healing Music Academy,0.973,0.217,0.0338,0.105,0.103,0.0371,7.0,1.0,66.76,331412.0,23.0
717,"Polonaise-fantaisie in A-Flat Major, Op. 61",Frédéric Chopin,0.994,0.242,0.045,0.0588,0.108,0.0435,11.0,1.0,67.074,775000.0,23.0
718,Follow That Kid! - Instrumental,John Williams,0.895,0.256,0.0406,0.0857,0.153,0.0489,8.0,1.0,58.525,122987.0,27.0
719,"12 Etudes, Op.25: No.7 in C Sharp Minor",Frédéric Chopin,0.985,0.106,0.0464,0.0191,0.11,0.0572,2.0,0.0,86.896,328933.0,26.0
720,The Second Goodbye,25th Annual Putnam County Spelling Bee Original Cast,0.563,0.274,0.0338,0.338,0.192,0.352,2.0,1.0,168.752,35573.0,26.0
721,Ik Voel Me Rijk Als Een Koning / Container Song - Live,Henk Wijngaard,0.541,0.662,0.0617,0.472,0.69,0.818,0.0,1.0,129.293,299774.0,22.0
722,Blessed Rainfall,Rain Sounds,0.894,0.25,0.0407,0.207,0.26,0.0396,4.0,0.0,120.287,94000.0,22.0
723,25O2 - Continuous Mix,NAVVI,0.00663,0.446,0.0384,0.588,0.377,0.251,10.0,0.0,116.962,1502875.0,12.0
724,"12 Etudes, Op.25: No.2 In F Minor",Frédéric Chopin,0.992,0.259,0.0352,0.11,0.0939,0.191,5.0,0.0,71.139,86973.0,20.0
725,Eres - En Vivo,Tropical Del Bravo,0.0318,0.684,0.0306,0.762,0.836,0.921,10.0,1.0,97.207,158093.0,26.0
726,"12 Etudes, Op.25: No. 11 in A minor ""Winter Wind""",Frédéric Chopin,0.984,0.254,0.041,0.192,0.101,0.0992,9.0,0.0,165.188,206000.0,20.0
727,25 Rosas - En Vivo,Joan Sebastian,0.162,0.571,0.045,0.761,0.393,0.747,9.0,0.0,91.691,264320.0,27.0
728,The Black Lagoon,Daniel Emme,0.985,0.378,0.0497,0.0156,0.123,0.064,8.0,1.0,69.919,214900.0,14.0
729,Ni Tu Amigo Ni Tu Amante,Los Traileros Del Norte,0.137,0.536,0.0819,0.574,0.0541,0.975,5.0,1.0,207.115,161880.0,22.0
730,Tamarindo,AJR All-Stars,0.00767,0.615,0.0424,0.727,0.099,0.905,10.0,0.0,157.385,202031.0,29.0
731,Kirby's Return to Dream Land Medley (Live),Tokyo Philharmonic Orchestra,0.883,0.314,0.0407,0.402,0.756,0.232,7.0,1.0,131.312,343178.0,20.0
732,Map And Willie,Dave Grusin,0.877,0.0882,0.0389,0.106,0.146,0.0329,6.0,0.0,172.047,135867.0,21.0
733,Breathe - Instrumental,Maranatha! Instrumental,0.616,0.596,0.0328,0.341,0.108,0.14,2.0,1.0,137.955,292227.0,23.0
734,Lemonworld - Live at Berkeley 9/25/18,The National,0.00689,0.53,0.0623,0.574,0.211,0.199,1.0,1.0,127.672,272358.0,22.0
735,Season of Hollow Soul,k.d. lang,0.0973,0.578,0.0354,0.402,0.0761,0.277,5.0,1.0,121.368,295440.0,26.0
736,"Etude in C-Sharp Minor, Op. 25/7",Frédéric Chopin,0.993,0.168,0.0457,0.0116,0.13,0.0396,1.0,0.0,67.23,279160.0,28.0
737,Holy Is The Lord,Chris Tomlin,0.00151,0.417,0.0268,0.626,0.175,0.442,10.0,1.0,168.027,253027.0,21.0
738,I Ain't Superstitious - Remastered,Megadeth,0.00609,0.246,0.158,0.942,0.114,0.325,10.0,0.0,107.897,165880.0,26.0
739,"12 Etudes, Op.25: No.1 In A Flat",Frédéric Chopin,0.993,0.288,0.036,0.00885,0.0751,0.0402,8.0,1.0,67.015,145280.0,1.0
740,Shiny Happy People 1 - Demo,R.E.M.,0.00503,0.523,0.0329,0.782,0.433,0.716,11.0,0.0,119.385,193713.0,28.0
741,"Études, Op. 25: No. 12 in C Minor",Frédéric Chopin,0.961,0.15,0.0368,0.175,0.104,0.0513,5.0,0.0,69.938,155227.0,18.0
742,Me Huviera Gustado Tanto,Los Bondadosos,0.508,0.749,0.0251,0.609,0.136,0.51,4.0,1.0,99.93,218560.0,28.0
743,Meditate Through The Rain,Rain Sounds,0.812,0.412,0.0437,0.38,0.141,0.0412,4.0,0.0,122.426,123000.0,30.0
744,Corazon Sincero - En Vivo,La Banda Gorda,0.806,0.731,0.0749,0.485,0.0248,0.927,2.0,1.0,126.08,248549.0,4.0
745,I Think it is Beautiful that You are 256 Colors Too,Black Moth Super Rainbow,0.613,0.388,0.271,0.8,0.324,0.147,8.0,0.0,134.435,186307.0,24.0
746,Vestido Blanco,El Poder Del Norte,0.497,0.606,0.183,0.573,0.0856,0.58,2.0,0.0,170.799,192253.0,27.0
747,In the Year 2525 (Exordium & Terminus),Zager & Evans,0.186,0.471,0.0318,0.464,0.0642,0.513,8.0,0.0,123.65,198907.0,30.0
748,Andalucía,Bill Whelan,0.706,0.608,0.0331,0.518,0.1,0.553,9.0,0.0,110.025,261933.0,24.0
749,4 Better Or 4 Worse,The Pharcyde,0.00226,0.794,0.2,0.758,0.148,0.652,11.0,0.0,93.943,304293.0,24.0
750,I Can't Stop Loving You,Conway Twitty,0.661,0.429,0.0288,0.263,0.494,0.435,0.0,1.0,107.24,167946.0,24.0
751,"Canzon a doi, basso & soprano",Bartolomé de Selma y Salaverde,0.891,0.284,0.0406,0.12,0.0743,0.229,8.0,0.0,110.508,332533.0,1.0
752,You Are My Rock - This Means War Album Version,Petra,0.11,0.516,0.0444,0.93,0.225,0.434,4.0,0.0,95.839,260440.0,25.0
753,"Forest Sleep and Relaxing Sounds, Pt. 254",Sleepy Times,0.0213,0.205,0.0574,0.444,0.34,0.176,3.0,1.0,111.579,34365.0,19.0
754,"12 Etudes, Op.25: No.2 In F Minor",Frédéric Chopin,0.992,0.259,0.0352,0.11,0.0939,0.191,5.0,0.0,71.139,86973.0,20.0
755,"China Cat Sunflower - Live at Lyceum, London, England 5/25/1972",Grateful Dead,0.469,0.588,0.0298,0.594,0.322,0.762,7.0,1.0,95.231,270520.0,17.0
756,"Études, Op. 25: No. 4 in A Minor",Frédéric Chopin,0.992,0.418,0.0516,0.216,0.1,0.246,9.0,0.0,85.882,103120.0,19.0
757,Running From An Angel - 2019 Remaster,Hootie & The Blowfish,0.302,0.545,0.0251,0.809,0.0767,0.641,1.0,0.0,100.002,217268.0,22.0
758,Etude Op. 25 : No. 4 in A Minor,Frédéric Chopin,0.996,0.462,0.0563,0.11,0.101,0.551,2.0,0.0,165.645,118560.0,14.0
759,"Uncle John's Band - Live at Lyceum, London, England 5/25/1972",Grateful Dead,0.661,0.51,0.0294,0.406,0.0657,0.473,7.0,1.0,129.0,591080.0,14.0
760,"12 Études, Op. 25: Étude No. 12 in C Minor",Frédéric Chopin,0.967,0.287,0.0318,0.159,0.123,0.0638,5.0,0.0,74.098,157267.0,27.0
761,"Mama Tried - Live at Capital Centre, September 25, 1976",Grateful Dead,0.814,0.66,0.0411,0.666,0.861,0.807,7.0,1.0,108.219,168573.0,15.0
762,Holy Is The Lord,Maranatha! Praise Band,0.069,0.506,0.026,0.552,0.205,0.358,9.0,1.0,82.945,273360.0,20.0
763,"12 Études, Op. 10: Étude No. 4 in C-Sharp Minor",Frédéric Chopin,0.991,0.301,0.0315,0.225,0.119,0.447,1.0,0.0,173.47,121693.0,23.0
764,"Carmen Fantasy, Op.25",Pablo de Sarasate,0.817,0.34,0.0505,0.0786,0.14,0.252,9.0,0.0,174.678,843387.0,25.0
765,060 - Halloweenspuk mit Hanni und Nanni - Teil 25,Hanni und Nanni,0.853,0.657,0.599,0.65,0.889,0.828,0.0,1.0,128.629,90773.0,17.0
766,El Rezao - En Vivo,Tropical Del Bravo,0.161,0.623,0.0542,0.767,0.624,0.903,0.0,1.0,139.885,162873.0,27.0
767,"Dancing in the Streets - Live at Capital Centre, September 25, 1976",Grateful Dead,0.55,0.669,0.0485,0.589,0.119,0.811,2.0,1.0,129.226,763027.0,12.0
768,Happy Birthday Darlin',Conway Twitty,0.684,0.697,0.0584,0.325,0.104,0.316,2.0,1.0,90.626,171826.0,15.0
769,Valentine,Toby Keith,0.262,0.711,0.0392,0.833,0.0845,0.661,2.0,0.0,129.158,213893.0,22.0
770,"12 Études, Op. 25: Étude No. 2 in F Minor",Frédéric Chopin,0.99,0.146,0.0448,0.0428,0.0587,0.228,5.0,0.0,73.896,95000.0,15.0
771,"Mozart: Piano Concerto No. 25 in C Major, K. 503: I. Allegro maestoso",Wolfgang Amadeus Mozart,0.982,0.345,0.038,0.105,0.0815,0.217,0.0,1.0,135.093,937240.0,28.0
772,"Études, Op. 25: No. 4 in A Minor",Frédéric Chopin,0.992,0.418,0.0516,0.216,0.1,0.246,9.0,0.0,85.882,103120.0,19.0
773,Don't Touch Me - Live,Robert Cray,0.339,0.412,0.0601,0.74,0.771,0.581,3.0,1.0,151.082,264333.0,19.0
774,Elf / Rebound (ABGT250),Mat Zo,4.4e-05,0.467,0.0503,0.63,0.149,0.0417,1.0,0.0,128.398,284195.0,26.0
775,Etude Op. 10 : No. 9 in F Minor,Frédéric Chopin,0.991,0.404,0.0425,0.15,0.0968,0.124,1.0,1.0,116.166,145280.0,14.0
776,Ancient Rain,Mary Coughlan,0.806,0.256,0.0485,0.402,0.0748,0.102,7.0,1.0,179.635,273920.0,17.0
777,"Sleep Ambience, Pt. 25",Sleepy John,0.961,0.219,0.0586,0.00101,0.0949,0.0328,4.0,1.0,77.125,61003.0,27.0
778,"Keep Yourself Alive - BBC Session / July 25th 1973, Langham 1 Studio",Queen,0.207,0.48,0.0555,0.706,0.048,0.516,9.0,1.0,136.093,230760.0,25.0
779,Arrójame,La Lupita,0.283,0.726,0.0284,0.508,0.0758,0.723,4.0,0.0,105.008,232367.0,30.0
780,Superstition (with Jeff Beck),Stevie Wonder,0.0299,0.423,0.121,0.893,0.961,0.445,1.0,1.0,202.198,265213.0,16.0
781,Jay Dee 25 - Instrumental,J Dilla,0.351,0.742,0.162,0.248,0.113,0.678,1.0,1.0,97.158,94575.0,16.0
782,"25 Preludes dans tous les tons majeurs et mineurs, Op. 31: No. 13. J'etais endormie, mais mon coeur veillait",Charles-Valentin Alkan,0.995,0.426,0.0474,0.14,0.0921,0.0572,6.0,1.0,117.888,130293.0,24.0
783,Afraid of Everyone - Live at Berkeley 9/25/18,The National,0.00149,0.287,0.0608,0.663,0.681,0.172,5.0,1.0,134.212,277510.0,24.0
784,"Etudes, Op. 25: No. 7 in C-Sharp Minor",Frédéric Chopin,0.995,0.303,0.0385,0.00762,0.0891,0.0627,1.0,0.0,69.297,330280.0,23.0
785,"Swan Lake, Op. 20, Act III No. 25: Act IV By the Lake: No. 25. Entr'acte: Moderato",Pyotr Ilyich Tchaikovsky,0.938,0.333,0.0468,0.0058,0.0952,0.0519,1.0,1.0,110.997,125200.0,26.0
786,Heartland,Bill Whelan,0.158,0.388,0.0564,0.712,0.057,0.253,7.0,1.0,120.471,212240.0,28.0
787,"Étude Op. 25, No. 9, ""Butterfly"": Allegro assai in G-Flat Major",Vitalij Margulis,0.992,0.437,0.0438,0.305,0.138,0.709,1.0,1.0,104.694,68533.0,26.0
788,Sonnet of a Yellow Rose,Daniel Emme,0.991,0.269,0.0448,0.139,0.112,0.297,0.0,1.0,137.763,177284.0,14.0
789,Gone,Jack Johnson,0.889,0.695,0.0486,0.252,0.349,0.527,4.0,1.0,104.226,118627.0,26.0
790,We Fall Down - Instrumental,Maranatha! Instrumental,0.582,0.652,0.0359,0.418,0.0749,0.111,7.0,1.0,75.011,247467.0,26.0
791,25 Lighters on My Dresser,TurnUpKing,0.0284,0.898,0.374,0.532,0.158,0.443,1.0,1.0,126.161,126067.0,14.0
792,"Etudes, Op. 25: No. 4 in A Minor",Frédéric Chopin,0.995,0.605,0.0505,0.265,0.132,0.494,5.0,1.0,92.948,102707.0,18.0
793,"Viola Sonata, Op. 25, No. 1: IV. Rasendes Zeitmass. Wild. Tonschonheit ist Nebensache",Paul Hindemith,0.968,0.465,0.0393,0.463,0.085,0.75,5.0,1.0,103.85,92160.0,15.0
794,25O2 - Continuous Mix,NAVVI,0.00663,0.446,0.0384,0.588,0.377,0.251,10.0,0.0,116.962,1502875.0,12.0
795,Macario Leyva,La Original Banda El Limón de Salvador Lizárraga,0.459,0.399,0.0476,0.489,0.107,0.969,7.0,1.0,205.868,195453.0,24.0
796,Day I Die - Live at Berkeley 9/25/18,The National,0.000755,0.33,0.0914,0.742,0.957,0.28,2.0,1.0,144.542,293500.0,23.0
797,"12 Etudes, Op.25: No.8 In D Flat",Frédéric Chopin,0.992,0.356,0.0486,0.262,0.0884,0.251,1.0,1.0,110.245,67080.0,14.0
798,"Rainbow Bridge - Live At The 4th Annual Telluride Bluegrass And Country Festival, Telluride, CO / June 25-26, 1977",New Grass Revival,0.504,0.434,0.0306,0.561,0.934,0.902,9.0,0.0,129.604,219400.0,21.0
799,Don't Think. Feel !!! - 25idoling Ver.,Idoling!!!,0.122,0.572,0.0923,0.941,0.16,0.763,9.0,1.0,151.0,227893.0,1.0
800,We Fall Down - Instrumental,Maranatha! Instrumental,0.582,0.652,0.0359,0.418,0.0749,0.111,7.0,1.0,75.011,247467.0,26.0
801,"Walk Softly On This Heart Of Mine - Live At KFC Yum! Center, Louisville, KY / May 25, 2017",Eric Church,0.0846,0.613,0.0549,0.906,0.89,0.703,9.0,1.0,122.082,211573.0,25.0
802,The Heavens Open,Thunderstorm,0.803,0.121,0.042,0.0796,0.112,0.0819,7.0,1.0,82.324,134000.0,17.0
803,Dulce Ivonne - En Vivo,Liran' Roll,0.148,0.398,0.0665,0.938,0.88,0.589,2.0,1.0,75.667,278813.0,29.0
804,"Poème, Op.25",Ernest Chausson,0.941,0.146,0.0428,0.0701,0.316,0.0329,10.0,0.0,98.076,965107.0,19.0
805,¿Por Qué No Te Marchas?,Duelo,0.171,0.491,0.0673,0.604,0.137,0.659,4.0,1.0,166.192,205800.0,25.0
806,Nothing's Too Good (For A Friend),Doyle Dykes,0.9,0.261,0.0415,0.284,0.13,0.189,9.0,1.0,152.425,282667.0,18.0
807,Abra Kadabra,257ers,0.0235,0.79,0.378,0.497,0.0869,0.424,1.0,1.0,89.055,265653.0,21.0
808,Sanctum Aves,Daniel Emme,0.969,0.429,0.0411,0.0719,0.159,0.06,0.0,1.0,107.287,153308.0,14.0
809,"Symphony No. 25 in G Minor, K. 183: II. Andante",Wolfgang Amadeus Mozart,0.977,0.0989,0.0449,0.0179,0.208,0.0396,10.0,1.0,75.642,357773.0,28.0
810,Geronimo's Cadillac,Modern Talking,0.326,0.688,0.0595,0.898,0.363,0.758,5.0,0.0,110.382,197533.0,21.0
811,Piano Concerto No.25 in C major K.503: II. Andante,Wolfgang Amadeus Mozart,0.985,0.218,0.0422,0.0207,0.1,0.0901,5.0,1.0,93.7,446427.0,25.0
812,Hello,Twinkle Twinkle Little Rock Star,0.975,0.649,0.0505,0.111,0.0821,0.195,5.0,0.0,116.005,298966.0,15.0
813,"Symphony No. 25 in G Minor, K. 183: 1. Allegro Con Brio - Edit",Wolfgang Amadeus Mozart,0.981,0.387,0.0381,0.326,0.194,0.283,7.0,0.0,84.384,263442.0,22.0
814,Acábame De Matar,Banda El Recodo,0.517,0.623,0.0402,0.517,0.031,0.976,10.0,1.0,132.843,190587.0,23.0
815,25 or 6 to 4 - Live in '75,Chicago,0.0103,0.293,0.0587,0.798,0.688,0.345,9.0,0.0,128.427,451787.0,10.0
816,"Mazurkas, Op. 59: No. 3 in F-Sharp Minor, Vivace",Frédéric Chopin,0.995,0.293,0.0427,0.045,0.0921,0.142,1.0,0.0,70.573,224800.0,23.0
817,"Jam (with Bo Diddley) - Live at Academy of Music, New York, NY, March 25, 1972",Grateful Dead,0.359,0.656,0.0356,0.528,0.666,0.759,5.0,1.0,96.798,599200.0,15.0
818,Quién Como Tú,Conjunto Primavera,0.187,0.607,0.0244,0.741,0.0653,0.753,0.0,1.0,81.836,232840.0,23.0
819,"Concerto for 2 Organs in C Minor, BWV 1060: I. Allegro",Johann Sebastian Bach,0.967,0.432,0.0302,0.151,0.131,0.376,0.0,0.0,90.096,299147.0,2.0
820,Leyda,Jorge Meza Y Su Tropi Colombia,0.165,0.546,0.0521,0.799,0.0623,0.791,2.0,1.0,84.892,219387.0,15.0
821,"Mozart: Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",Wolfgang Amadeus Mozart,0.985,0.3,0.0344,0.109,0.0598,0.389,0.0,1.0,88.945,540800.0,28.0
822,El 25 De Mayo,Los Alegres De Teran,0.586,0.49,0.0388,0.236,0.0356,0.962,7.0,1.0,181.942,194827.0,24.0
823,Cupido Loco,Grupo Impacto De Montemorelos,0.198,0.902,0.0526,0.677,0.0503,0.942,7.0,1.0,93.956,157880.0,18.0
824,El cruel - 25 aniversario,Caballo Dorado,0.217,0.657,0.0563,0.762,0.0519,0.945,9.0,0.0,77.475,184667.0,16.0
825,"Two Gunslingers - Live at The Beacon Theatre, New York, NY, 5/25/13",Tom Petty,0.787,0.432,0.0285,0.415,0.962,0.149,9.0,1.0,107.032,230360.0,25.0
826,"12 Etudes, Op.25: No.3 In F Major",Frédéric Chopin,0.993,0.34,0.052,0.123,0.0948,0.287,0.0,1.0,134.527,112373.0,20.0
827,Allo,257ers,0.223,0.816,0.0517,0.89,0.0743,0.827,5.0,1.0,103.012,106293.0,30.0
828,Regen und Donner - Teil 25,Regengeräusche Orchester,0.0314,0.24,0.425,0.988,0.682,0.00633,1.0,1.0,52.388,83219.0,24.0
829,25 Lighters on My Dresser,TurnUpKing,0.0284,0.898,0.373,0.532,0.205,0.444,1.0,1.0,126.172,125231.0,13.0
830,Apartment Story - Live at Berkeley 9/25/18,The National,0.0102,0.221,0.0507,0.493,0.62,0.218,4.0,1.0,69.171,278895.0,23.0
831,Nací Con Suerte De Rey,Los Originales De San Juan,0.244,0.727,0.0448,0.725,0.097,0.86,4.0,1.0,108.692,155320.0,20.0
832,"Homeboy - Live At The Palace At Auburn Hills, Auburn Hills, MI / February 25, 2017",Eric Church,0.0312,0.484,0.0351,0.75,0.609,0.322,5.0,1.0,140.093,260456.0,27.0
833,"Etudes, Op. 25: No. 1 in A-Flat Major ""Aeolian Harp""",Frédéric Chopin,0.986,0.245,0.0398,0.0334,0.0849,0.0362,8.0,1.0,93.778,153147.0,23.0
834,Untitled Demo 2,R.E.M.,1.34e-05,0.414,0.0279,0.673,0.347,0.549,7.0,1.0,88.017,211163.0,25.0
835,Dios Me Tiene Lo Mio - En Vivo,La Banda Gorda,0.55,0.499,0.253,0.558,0.673,0.786,9.0,1.0,79.784,247462.0,2.0
836,Family Snapshot - Live,Peter Gabriel,0.25,0.458,0.0459,0.515,0.693,0.162,8.0,1.0,117.365,275965.0,19.0
837,The Womb,White Noise Baby Sleep,0.789,0.224,0.0658,0.327,0.112,0.102,1.0,1.0,88.021,149615.0,26.0
838,Es Para Ti,Intocable,0.583,0.573,0.156,0.815,0.209,0.752,11.0,0.0,171.919,214373.0,28.0
839,"12 Etudes, Op.25: No.1 In A Flat ""Harp Study""",Frédéric Chopin,0.992,0.259,0.0337,0.0566,0.0944,0.0392,8.0,1.0,103.157,132560.0,23.0
840,"It Must Have Been the Roses - Live at Boston Garden, September 25, 1991",Grateful Dead,0.8,0.469,0.0318,0.248,0.269,0.379,9.0,1.0,103.656,345907.0,13.0
841,L'altru pratu,Chjami Aghjalesi,0.689,0.607,0.028,0.318,0.321,0.63,6.0,1.0,96.06,108733.0,1.0
842,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,0.994,0.218,0.0474,0.0157,0.058,0.126,9.0,0.0,127.306,202400.0,1.0
843,Igitt,257ers,0.0128,0.802,0.066,0.802,0.088,0.764,1.0,1.0,118.036,158533.0,29.0
844,The Boys of 25 / The Glass of Beer,Aly Bain,0.634,0.533,0.0417,0.861,0.285,0.969,7.0,1.0,121.252,159267.0,24.0
845,"Mozart: Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",Wolfgang Amadeus Mozart,0.985,0.3,0.0344,0.109,0.0598,0.389,0.0,1.0,88.945,540800.0,28.0
846,Pete’s Hit,R.E.M.,0.0036,0.596,0.0333,0.867,0.13,0.983,4.0,1.0,127.385,202960.0,29.0
847,South Bronx Subway Rap,Grandmaster Caz,0.0297,0.913,0.26,0.853,0.18,0.935,2.0,1.0,103.704,143587.0,24.0
848,For Whom The Bell Tolls,Metallica,0.0011,0.365,0.079,0.918,0.982,0.29,10.0,0.0,137.649,266587.0,19.0
849,Kilo,Jorrdee,0.38,0.738,0.161,0.406,0.406,0.394,4.0,0.0,112.916,274358.0,3.0
850,Lluvia,Eddie Santiago,0.635,0.676,0.0411,0.805,0.072,0.787,10.0,1.0,165.063,297320.0,27.0
851,I Think That,5:25am,0.0529,0.82,0.239,0.428,0.113,0.365,9.0,1.0,146.04,184139.0,10.0
852,Ryan Gasoline,Jorrdee,0.0911,0.761,0.351,0.274,0.111,0.252,8.0,1.0,150.012,204854.0,4.0
853,Kapitel 25 - Das Gehirn und die Geheimnisse der Liebe,Manfred Spitzer,0.941,0.467,0.0506,0.297,0.119,0.377,5.0,0.0,148.945,141786.0,25.0
854,"I've Seen Them All (with Bo Diddley) - Live at Academy of Music, New York, NY, March 25, 1972",Grateful Dead,0.813,0.789,0.068,0.235,0.149,0.624,7.0,1.0,115.735,463467.0,13.0
855,"12 Etudes, Op.25: No.7 in C Sharp Minor",Frédéric Chopin,0.985,0.106,0.0464,0.0191,0.11,0.0572,2.0,0.0,86.896,328933.0,26.0
856,"12 Etudes, Op.25: No.5 In E Minor",Frédéric Chopin,0.992,0.402,0.0493,0.0398,0.067,0.169,4.0,1.0,68.168,205467.0,17.0
857,Delicate Waters,Soothing Sounds,0.956,0.321,0.0659,0.896,0.47,0.0271,2.0,1.0,115.264,132316.0,29.0
858,"Wohin?, Op. 25, No. 2, D. 795",Franz Schubert,0.991,0.356,0.0627,0.0804,0.0779,0.237,4.0,1.0,167.192,140773.0,26.0
859,Desde Que Te Ví,Los Angeles Azules,0.474,0.59,0.0588,0.467,0.11,0.497,11.0,1.0,183.135,172307.0,24.0
860,"12 Etudes, Op.25: No.6 In G Sharp Minor",Frédéric Chopin,0.979,0.272,0.039,0.205,0.111,0.137,8.0,0.0,72.906,125933.0,18.0
861,October 25th,heklAa,0.994,0.67,0.0408,0.317,0.0808,0.0417,4.0,1.0,128.05,195656.0,19.0
862,Lemonworld - Live at Berkeley 9/25/18,The National,0.00689,0.53,0.0623,0.574,0.211,0.199,1.0,1.0,127.672,272358.0,22.0
863,"12 Etudes, Op.25: No.5 In E Minor",Frédéric Chopin,0.992,0.3,0.0366,0.148,0.136,0.165,4.0,1.0,98.182,173760.0,24.0
864,Groeien,DJ Paul Elstak,0.163,0.617,0.136,0.876,0.807,0.226,7.0,1.0,154.931,158845.0,20.0
865,"Études, Op. 25: No. 9 in G-Flat Major",Frédéric Chopin,0.983,0.476,0.0588,0.186,0.136,0.196,6.0,1.0,103.92,67573.0,11.0
866,Low - Demo,R.E.M.,0.631,0.629,0.0337,0.226,0.113,0.334,4.0,0.0,103.423,292112.0,23.0
867,"12 Etudes, Op.25: No.5 In E Minor",Frédéric Chopin,0.992,0.3,0.0366,0.148,0.136,0.165,4.0,1.0,98.182,173760.0,24.0
868,Endúlzame el Café María,Grupo Impacto De Montemorelos,0.185,0.75,0.0321,0.513,0.0883,0.936,7.0,1.0,103.944,219960.0,26.0
869,"Devil In Her Heart - Live At The BBC For ""Pop Go The Beatles"" / 25th September, 1963",The Beatles,0.788,0.713,0.0317,0.533,0.344,0.901,7.0,1.0,122.333,141667.0,27.0
870,"Alice In Wonderland - Take 1 / Live At The Village Vanguard, NYC; 6/25/1961",Bill Evans Trio,0.882,0.453,0.0341,0.327,0.671,0.448,0.0,1.0,88.806,423760.0,29.0
871,La 25ème image (feat. Daddy Nuttea),Iam,0.0386,0.706,0.0396,0.799,0.267,0.517,7.0,1.0,92.796,319547.0,8.0
872,Desmadrosa Pero Preciosa,La Septima Banda,0.634,0.798,0.0389,0.74,0.156,0.941,9.0,0.0,124.939,139920.0,29.0
873,Rise,Element A.U.,0.232,0.723,0.382,0.943,0.475,0.727,10.0,0.0,169.846,240000.0,27.0
874,Come Now Is the Time to Worship,Vineyard Worship,0.202,0.472,0.0462,0.665,0.593,0.143,9.0,1.0,99.941,341640.0,27.0
875,Holy Is The Lord,Chris Tomlin,0.00151,0.417,0.0268,0.626,0.175,0.442,10.0,1.0,168.027,253027.0,21.0
876,Desert Rose,Sting,0.147,0.614,0.0301,0.669,0.101,0.154,0.0,0.0,111.972,290627.0,20.0
877,"12 Etudes, Op.25: No.2 In F Minor",Frédéric Chopin,0.992,0.259,0.0352,0.11,0.0939,0.191,5.0,0.0,71.139,86973.0,29.0
878,Destinazione Paradiso - Remastered,Gianluca Grignani,0.157,0.54,0.0272,0.702,0.0935,0.31,6.0,1.0,137.87,229213.0,23.0
879,Holy Is The Lord,Maranatha! Praise Band,0.069,0.506,0.026,0.552,0.205,0.358,9.0,1.0,82.945,273360.0,20.0
880,Dreaming Together,Mindfulness Meditation Music Spa Maestro,0.955,0.171,0.0411,0.103,0.0783,0.0436,0.0,1.0,84.349,143451.0,16.0
881,"(Anesthesia) - Pulling Teeth (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Metallica,0.893,0.258,0.0692,0.674,0.526,0.291,2.0,1.0,124.085,177253.0,21.0
882,Fantastic Freaks At the Dixie,Fantastic Freaks,0.517,0.521,0.236,0.99,0.159,0.577,2.0,1.0,109.728,386147.0,18.0
883,Radio – Band (Radio Song 3) - Demo,R.E.M.,0.199,0.559,0.0267,0.701,0.438,0.833,9.0,1.0,112.894,261961.0,24.0
884,Soul Flower - Remix,The Pharcyde,0.2,0.53,0.319,0.883,0.394,0.775,2.0,1.0,102.552,263307.0,23.0
885,"Forest Sleep and Relaxing Sounds, Pt. 256",Sleepy Times,0.0312,0.308,0.0515,0.41,0.331,0.146,1.0,1.0,70.795,34462.0,19.0
886,Solsbury Hill - Live,Peter Gabriel,0.0323,0.584,0.044,0.921,0.93,0.435,11.0,1.0,111.282,310707.0,22.0
887,"Because The Night (with Bruce Springsteen, Patti Smith, and Roy Bittan)",U2,0.0154,0.482,0.0602,0.922,0.989,0.381,11.0,0.0,119.915,260333.0,17.0
888,Day I Die - Live at Berkeley 9/25/18,The National,0.000755,0.33,0.0914,0.742,0.957,0.28,2.0,1.0,144.542,293500.0,23.0
